t,theta1,theta2,x1,y1,x2,y2
79.24,1.5568294787056967,-427.168361540497,1.9998049303255505,-0.027932788002991295,2.087929814667192,-1.024042222131477
79.25,1.5712497465308264,-427.357233982737,1.9999997944105465,0.0009068394407867605,1.8995364661233392,-0.9940339224488128
79.26,1.5792377359079939,-427.5444665199704,1.999928743035319,0.016882617722654595,1.716022413004517,-0.9419694020220197
79.27,1.58090521693181,-427.73274929982824,1.999897811210424,0.020217435934238297,1.5415383917442935,-0.8685494865975759
79.28,1.576266371545944,-427.9244313036159,1.999970078685029,0.01094003494506296,1.3806861192467985,-0.7742270667489064
79.29,1.5653011026079409,-428.1215389982192,1.9999698025871258,-0.010990393060004629,1.2389146847453887,-0.6596776116845894
79.3,1.5480518292408825,-428.3256888274139,1.9994827101316208,-0.045485073207684634,1.1227204731354288,-0.526409162620383
79.31,1.5247664211737266,-428.53784881238073,1.9978816218546647,-0.0920273060312789,1.03950870878464,-0.3775467615744603
79.32000000000001,1.4960906349541307,-428.7579383596532,1.994421654698422,-0.14927244645281493,0.9968329513097768,-0.2186754641924045
79.33,1.4632671249814007,-428.98437983672346,1.9884486074711722,-0.2146442066442882,1.0007450956656192,-0.05830555893689085
79.34,1.428210531437343,-429.21395394732974,1.9797037124386438,-0.2842062824018,1.0534910475853076,0.09279517577214585
